,age,gender,size,City,target_hour
12546,Young,Female,Medium,Indy,116.0
12547,Baby,Female,Large,Indy,300.0
12548,Young,Male,Medium,Indy,540.0
12549,Baby,Male,Medium,Indy,120.0
12550,Baby,Male,Large,Indy,121.0
12551,Baby,Male,Large,Indy,121.0
12552,Adult,Female,Medium,Indy,256.0
12553,Adult,Female,Medium,Indy,2380.0
12554,Young,Female,Medium,Indy,31.0
12555,Young,Female,Medium,Indy,118.0
12556,Young,Male,Extra Large,Indy,30.0
12557,Young,Male,Large,Indy,3892.0
12558,Adult,Male,Large,Indy,366.0
12559,Adult,Female,Small,Indy,198.0
12560,Young,Male,Small,Indy,549.0
12561,Young,Male,Small,Indy,6083.0
12562,Young,Female,Small,Indy,5275.0
12563,Young,Female,Medium,Indy,996.0
12564,Young,Male,Medium,Indy,1391.0
12565,Young,Female,Medium,Indy,55.0
12566,Young,Female,Medium,Indy,274.0
12567,Baby,Male,Medium,Indy,441.0
12568,Baby,Male,Medium,Indy,338.0
12569,Baby,Male,Medium,Indy,336.0
12570,Baby,Male,Medium,Indy,319.0
12571,Baby,Male,Medium,Indy,393.0
12572,Baby,Female,Medium,Indy,336.0
12573,Baby,Female,Medium,Indy,340.0
12574,Baby,Female,Medium,Indy,392.0
12575,Young,Female,Medium,Indy,657.0
12576,Baby,Male,Medium,Indy,69.0
12577,Young,Female,Large,Indy,861.0
12578,Young,Female,Small,Indy,190.0
12579,Baby,Female,Large,Indy,191.0
12580,Adult,Female,Medium,Indy,167.0
12581,Adult,Female,Extra Large,Indy,1583.0
12582,Young,Female,Extra Large,Indy,8449.0
12583,Adult,Female,Large,Indy,223.0
12584,Adult,Male,Large,Indy,212.0
12585,Adult,Female,Medium,Indy,92.0
12586,Adult,Female,Extra Large,Indy,12757.0
12587,Adult,Female,Small,Indy,119.0
12588,Young,Male,Large,Indy,116.0
12589,Adult,Male,Small,Indy,52.0
12590,Young,Male,Small,Indy,52.0
12591,Adult,Male,Extra Large,Indy,19463.0
12592,Young,Female,Medium,Indy,114.0
12593,Adult,Male,Medium,Indy,114.0
12594,Senior,Female,Small,Indy,11090.0
12595,Adult,Female,Medium,Indy,584.0
12596,Young,Male,Medium,Indy,56.0
12597,Baby,Female,Extra Large,Indy,330.0
12598,Baby,Female,Extra Large,Indy,498.0
12599,Young,Female,Large,Indy,836.0
12600,Adult,Male,Large,Indy,5455.0
12601,Adult,Female,Extra Large,Indy,290.0
12602,Baby,Male,Large,Indy,602.0
12603,Baby,Female,Large,Indy,528.0
12604,Baby,Male,Large,Indy,554.0
12605,Baby,Male,Large,Indy,602.0
12606,Baby,Female,Large,Indy,528.0
12607,Young,Male,Large,Indy,1315.0
12608,Young,Male,Small,Indy,23.0
12609,Adult,Female,Large,Indy,25216.0
12610,Adult,Female,Large,Indy,1745.0
12611,Adult,Female,Large,Indy,1988.0
12612,Baby,Female,Small,Indy,984.0
12613,Adult,Male,Large,Indy,1154.0
12614,Adult,Female,Small,Indy,134.0
12615,Senior,Female,Medium,Indy,374.0
12616,Baby,Male,Large,Indy,135.0
12617,Adult,Female,Large,Indy,2409.0
12618,Young,Female,Medium,Indy,190.0
12619,Adult,Male,Medium,Indy,1409.0
12620,Young,Female,Medium,Indy,767.0
12621,Adult,Female,Medium,Indy,118.0
12622,Adult,Male,Small,Indy,284.0
12623,Baby,Female,Medium,Indy,1781.0
12624,Baby,Female,Medium,Indy,765.0
12625,Baby,Female,Medium,Indy,1781.0
12626,Baby,Female,Large,Indy,220.0
12627,Baby,Female,Medium,Indy,1782.0
12628,Baby,Male,Medium,Indy,1366.0
12629,Baby,Male,Medium,Indy,765.0
12630,Baby,Male,Medium,Indy,1782.0
12631,Young,Male,Small,Indy,143.0
12632,Adult,Male,Large,Indy,4155.0
12633,Baby,Female,Medium,Indy,3969.0
12634,Young,Female,Large,Indy,275.0
12635,Young,Female,Small,Indy,162.0
12636,Adult,Male,Large,Indy,2860.0
12637,Senior,Male,Small,Indy,311.0
12638,Adult,Female,Small,Indy,154.0
12639,Young,Female,Large,Indy,5434.0
12640,Young,Male,Large,Indy,131.0
12641,Young,Male,Large,Indy,154.0
12642,Adult,Male,Medium,Indy,913.0
12643,Adult,Female,Large,Indy,298.0
12644,Young,Female,Medium,Indy,753.0
12645,Baby,Female,Medium,Indy,263.0
12646,Young,Female,Small,Indy,337.0
12647,Adult,Male,Small,Indy,239.0
12648,Adult,Male,Small,Indy,193.0
12649,Young,Female,Medium,Indy,215.0
12650,Young,Male,Medium,Indy,259.0
12651,Adult,Female,Large,Indy,625.0
12652,Adult,Male,Large,Indy,479.0
12653,Adult,Female,Small,Indy,216.0
12654,Young,Female,Medium,Indy,1148.0
12655,Young,Female,Large,Indy,314.0
12656,Young,Female,Medium,Indy,388.0
12657,Adult,Female,Medium,Indy,1090.0
12658,Senior,Female,Medium,Indy,15224.0
12659,Adult,Male,Large,Indy,480.0
12660,Adult,Female,Large,Indy,480.0
12661,Baby,Male,Medium,Indy,277.0
12662,Young,Male,Medium,Indy,21.0
12663,Adult,Female,Large,Indy,0.0
12664,Young,Female,Medium,Indy,75.0
12665,Senior,Male,Extra Large,Indy,234.0
12666,Baby,Male,Medium,Indy,292.0
12667,Young,Female,Large,Indy,505.0
12668,Adult,Male,Large,Indy,414.0
12669,Adult,Male,Medium,Indy,338.0
12670,Adult,Female,Medium,Indy,1777.0
12671,Adult,Male,Medium,Indy,2618.0
12672,Adult,Male,Extra Large,Indy,3646.0
12673,Adult,Male,Small,Indy,477.0
12674,Adult,Male,Medium,Indy,264.0
12675,Young,Male,Medium,Indy,1041.0
12676,Adult,Male,Large,Indy,1041.0
12677,Adult,Female,Large,Indy,1319.0
12678,Adult,Male,Medium,Indy,391.0
12679,Young,Male,Small,Indy,649.0
12680,Adult,Female,Small,Indy,245.0
12681,Senior,Male,Large,Indy,2000.0
12682,Baby,Male,Large,Indy,911.0
12683,Baby,Female,Large,Indy,911.0
12684,Adult,Female,Medium,Indy,8777.0
12685,Adult,Male,Large,Indy,21.0
12686,Young,Female,Medium,Indy,89.0
12687,Young,Female,Medium,Indy,45.0
12688,Young,Male,Medium,Indy,86.0
12689,Young,Female,Medium,Indy,189.0
12690,Adult,Female,Small,Indy,67.0
12691,Young,Female,Small,Indy,269.0
12692,Young,Female,Medium,Indy,597.0
12693,Young,Male,Medium,Indy,1231.0
12694,Young,Male,Medium,Indy,197.0
12695,Young,Male,Medium,Indy,267.0
12696,Adult,Female,Medium,Indy,536.0
12697,Young,Male,Large,Indy,67.0
12698,Young,Female,Medium,Indy,384.0
12699,Adult,Female,Large,Indy,543.0
12700,Young,Female,Medium,Indy,64.0
12701,Young,Female,Large,Indy,64.0
12702,Young,Male,Medium,Indy,552.0
12703,Adult,Male,Large,Indy,334.0
12704,Adult,Male,Small,Indy,976.0
12705,Adult,Male,Small,Indy,433.0
12706,Baby,Male,Small,Indy,4239.0
12707,Young,Male,Large,Indy,934.0
12708,Adult,Female,Medium,Indy,1268.0
12709,Young,Female,Medium,Indy,2591.0
12710,Baby,Female,Medium,Indy,168.0
12711,Young,Female,Medium,Indy,74.0
12712,Baby,Female,Medium,Indy,91.0
12713,Baby,Male,Medium,Indy,91.0
12714,Baby,Male,Medium,Indy,168.0
12715,Adult,Male,Medium,Indy,23.0
12716,Adult,Male,Small,Indy,6.0
12717,Young,Female,Medium,Indy,1643.0
12718,Baby,Male,Medium,Indy,91.0
12719,Baby,Male,Medium,Indy,82.0
12720,Baby,Male,Small,Indy,34.0
12721,Senior,Female,Small,Indy,1216.0
12722,Adult,Female,Medium,Indy,652.0
12723,Young,Male,Large,Indy,22.0
12724,Young,Male,Large,Indy,1587.0
12725,Young,Female,Small,Indy,333.0
12726,Young,Female,Small,Indy,117.0
12727,Adult,Male,Large,Indy,262.0
12728,Young,Female,Medium,Indy,234.0
12729,Young,Male,Medium,Indy,137.0
12730,Young,Male,Large,Indy,90.0
12731,Young,Female,Large,Indy,360.0
12732,Adult,Male,Medium,Indy,223.0
12733,Adult,Female,Small,Indy,118.0
12734,Adult,Male,Small,Indy,33.0
12735,Adult,Male,Small,Indy,33.0
12736,Adult,Male,Small,Indy,822.0
12737,Adult,Male,Small,Indy,671.0
12738,Adult,Female,Small,Indy,822.0
12739,Senior,Male,Small,Indy,671.0
12740,Senior,Male,Small,Indy,671.0
12741,Senior,Male,Small,Indy,90.0
12742,Adult,Male,Small,Indy,363.0
12743,Adult,Female,Large,Indy,1297.0
12744,Adult,Female,Large,Indy,1005.0
12745,Adult,Female,Medium,Indy,2186.0
12746,Senior,Male,Small,Indy,125.0
12747,Senior,Male,Large,Indy,2527.0
12748,Adult,Male,Medium,Indy,2405.0
12749,Young,Male,Small,Indy,88.0
12750,Young,Female,Small,Indy,65.0
12751,Young,Male,Small,Indy,108.0
12752,Young,Female,Small,Indy,108.0
12753,Adult,Male,Small,Indy,909.0
12754,Adult,Male,Large,Indy,107.0
12755,Young,Male,Medium,Indy,310.0
12756,Young,Female,Medium,Indy,310.0
12757,Young,Female,Medium,Indy,310.0
12758,Young,Male,Medium,Indy,514.0
12759,Adult,Male,Medium,Indy,153.0
12760,Adult,Female,Medium,Indy,174.0
12761,Young,Female,Medium,Indy,513.0
12762,Senior,Male,Medium,Indy,151.0
12763,Young,Male,Medium,Indy,153.0
12764,Adult,Female,Large,Indy,418.0
12765,Baby,Male,Large,Indy,187.0
12766,Adult,Female,Medium,Indy,335.0
12767,Adult,Female,Medium,Indy,1805.0
12768,Adult,Male,Large,Indy,13443.0
12769,Adult,Female,Small,Indy,49.0
12770,Adult,Female,Large,Indy,49.0
12771,Adult,Female,Extra Large,Indy,1944.0
12772,Adult,Male,Extra Large,Indy,499.0
12773,Adult,Female,Extra Large,Indy,1594.0
12774,Young,Female,Extra Large,Indy,599.0
12775,Young,Male,Medium,Indy,94.0
12776,Adult,Female,Small,Indy,119.0
12777,Adult,Male,Large,Indy,1108.0
12778,Baby,Male,Medium,Indy,114.0
12779,Baby,Female,Medium,Indy,360.0
12780,Senior,Male,Large,Indy,768.0
12781,Young,Male,Medium,Indy,12059.0
12782,Adult,Female,Small,Indy,2510.0
12783,Baby,Male,Large,Indy,142.0
12784,Baby,Female,Small,Indy,306.0
12785,Adult,Female,Medium,Indy,285.0
12786,Senior,Male,Small,Indy,865.0
12787,Adult,Male,Small,Indy,2233.0
12788,Adult,Male,Large,Indy,283.0
12789,Young,Male,Large,Indy,451.0
12790,Adult,Male,Medium,Indy,4917.0
12791,Adult,Male,Large,Indy,899.0
12792,Adult,Female,Medium,Indy,2480.0
12793,Young,Female,Large,Indy,294.0
12794,Young,Female,Large,Indy,9.0
12795,Young,Male,Large,Indy,873.0
12796,Young,Male,Extra Large,Indy,2950.0
12797,Adult,Male,Medium,Indy,2926.0
12798,Young,Male,Large,Indy,120.0
12799,Adult,Male,Medium,Indy,120.0
12800,Young,Female,Medium,Indy,1655.0
12801,Young,Male,Medium,Indy,1655.0
12802,Adult,Female,Large,Indy,16918.0
12803,Adult,Female,Large,Indy,2553.0
12804,Young,Female,Large,Indy,213.0
12805,Senior,Male,Large,Indy,7252.0
12806,Young,Male,Large,Indy,3988.0
12807,Young,Female,Large,Indy,120.0
12808,Senior,Male,Large,Indy,445.0
12809,Young,Male,Large,Indy,226.0
12810,Baby,Male,Large,Indy,360.0
12811,Baby,Male,Medium,Indy,375.0
12812,Baby,Male,Medium,Indy,1027.0
12813,Baby,Female,Medium,Indy,690.0
12814,Baby,Male,Medium,Indy,376.0
12815,Adult,Male,Medium,Indy,677.0
12816,Senior,Female,Medium,Indy,53.0
12817,Adult,Female,Medium,Indy,53.0
12818,Adult,Male,Medium,Indy,189.0
12819,Adult,Female,Medium,Indy,22.0
12820,Young,Male,Small,Indy,140.0
12821,Young,Male,Small,Indy,23.0
12822,Young,Male,Large,Indy,308.0
12823,Adult,Male,Small,Indy,1635.0
12824,Adult,Female,Small,Indy,479.0
12825,Adult,Female,Small,Indy,479.0
12826,Young,Male,Extra Large,Indy,6863.0
12827,Adult,Female,Medium,Indy,907.0
12828,Young,Male,Medium,Indy,95.0
12829,Adult,Male,Large,Indy,675.0
12830,Young,Female,Medium,Indy,1088.0
12831,Young,Female,Medium,Indy,503.0
12832,Senior,Female,Medium,Indy,13394.0
12833,Adult,Male,Small,Indy,26.0
12834,Adult,Male,Medium,Indy,2019.0
12835,Adult,Female,Small,Indy,430.0
12836,Young,Male,Medium,Indy,430.0
12837,Adult,Male,Small,Indy,94.0
12838,Young,Female,Medium,Indy,75.0
12839,Young,Male,Medium,Indy,336.0
12840,Adult,Male,Small,Indy,282.0
12841,Adult,Male,Medium,Indy,140.0
12842,Young,Female,Small,Indy,282.0
12843,Young,Male,Medium,Indy,113.0
12844,Young,Female,Medium,Indy,113.0
12845,Adult,Male,Medium,Indy,45.0
12846,Adult,Female,Large,Indy,670.0
12847,Adult,Female,Extra Large,Indy,1664.0
12848,Baby,Male,Small,Indy,7580.0
12849,Adult,Female,Small,Indy,7685.0
12850,Adult,Male,Medium,Indy,7386.0
12851,Young,Female,Small,Indy,1325.0
12852,Adult,Male,Large,Indy,97.0
12853,Adult,Male,Medium,Indy,5039.0
12854,Baby,Female,Medium,Indy,675.0
12855,Baby,Male,Medium,Indy,361.0
12856,Adult,Male,Small,Indy,675.0
12857,Young,Male,Large,Indy,3627.0
12858,Adult,Male,Medium,Indy,434.0
12859,Adult,Female,Medium,Indy,175.0
12860,Adult,Male,Medium,Indy,78.0
12861,Adult,Female,Medium,Indy,103.0
12862,Baby,Male,Medium,Indy,757.0
12863,Young,Female,Large,Indy,184.0
12864,Young,Female,Large,Indy,404.0
12865,Adult,Female,Large,Indy,8346.0
12866,Young,Female,Large,Indy,109.0
12867,Young,Female,Large,Indy,3186.0
12868,Young,Female,Large,Indy,329.0
12869,Young,Female,Large,Indy,2019.0
12870,Young,Male,Large,Indy,822.0
12871,Adult,Male,Large,Indy,7153.0
12872,Young,Male,Large,Indy,938.0
12873,Young,Male,Large,Indy,887.0
12874,Young,Female,Large,Indy,171.0
12875,Young,Female,Large,Indy,864.0
12876,Adult,Male,Large,Indy,6245.0
12877,Young,Male,Large,Indy,1106.0
12878,Young,Male,Large,Indy,1106.0
12879,Adult,Female,Large,Indy,1169.0
12880,Young,Male,Small,Indy,960.0
12881,Adult,Male,Small,Indy,67.0
12882,Senior,Male,Small,Indy,933.0
12883,Adult,Female,Medium,Indy,736.0
12884,Adult,Male,Medium,Indy,931.0
12885,Young,Female,Medium,Indy,121.0
12886,Senior,Female,Small,Indy,593.0
12887,Adult,Male,Large,Indy,408.0
12888,Adult,Female,Medium,Indy,70.0
12889,Adult,Male,Medium,Indy,632.0
12890,Senior,Female,Medium,Indy,2478.0
12891,Adult,Female,Large,Indy,633.0
12892,Adult,Female,Small,Indy,33.0
12893,Adult,Female,Small,Indy,33.0
12894,Adult,Male,Large,Indy,5090.0
12895,Adult,Male,Large,Indy,5090.0
12896,Adult,Female,Large,Indy,169.0
12897,Young,Female,Medium,Indy,885.0
12898,Adult,Female,Medium,Indy,4195.0
12899,Adult,Female,Large,Indy,0.0
12900,Adult,Male,Large,Indy,310.0
12901,Adult,Male,Medium,Indy,0.0
12902,Senior,Female,Large,Indy,0.0
12903,Adult,Male,Large,Indy,0.0
12904,Adult,Female,Medium,Indy,0.0
12905,Adult,Female,Large,Indy,0.0
12906,Adult,Female,Small,Indy,0.0
12907,Adult,Male,Medium,Indy,0.0
12908,Young,Male,Large,Indy,0.0
12909,Young,Female,Medium,Indy,887.0
12910,Adult,Male,Small,Indy,0.0
12911,Adult,Male,Large,Indy,1676.0
12912,Young,Male,Medium,Indy,887.0
12913,Young,Male,Medium,Indy,0.0
12914,Adult,Male,Medium,Indy,1676.0
12915,Senior,Male,Small,Indy,312.0
12916,Young,Female,Medium,Indy,360.0
12917,Adult,Male,Small,Indy,1676.0
12918,Senior,Male,Small,Indy,312.0
12919,Young,Male,Medium,Indy,244.0
12920,Young,Male,Large,Indy,365.0
12921,Senior,Male,Medium,Indy,23302.0
12922,Adult,Male,Large,Indy,12743.0
12923,Adult,Female,Small,Indy,212.0
12924,Young,Male,Medium,Indy,312.0
12925,Adult,Male,Medium,Indy,2211.0
12926,Baby,Male,Medium,Indy,313.0
12927,Adult,Male,Medium,Indy,313.0
12928,Adult,Male,Large,Indy,1678.0
12929,Adult,Male,Large,Indy,12098.0
12930,Adult,Male,Medium,Indy,2524.0
12931,Adult,Male,Large,Indy,463.0
12932,Adult,Female,Medium,Indy,3771.0
12933,Adult,Female,Medium,Indy,221.0
12934,Senior,Female,Medium,Indy,1648.0
12935,Young,Female,Medium,Indy,270.0
12936,Young,Female,Medium,Indy,270.0
12937,Young,Female,Medium,Indy,246.0
12938,Young,Female,Medium,Indy,271.0
12939,Young,Male,Medium,Indy,244.0
12940,Young,Male,Medium,Indy,246.0
12941,Adult,Male,Medium,Indy,85.0
12942,Baby,Female,Medium,Indy,97.0
12943,Baby,Male,Medium,Indy,41.0
12944,Young,Female,Medium,Indy,216.0
12945,Baby,Female,Medium,Indy,118.0
12946,Adult,Female,Small,Indy,66.0
12947,Young,Female,Medium,Indy,1177.0
12948,Adult,Female,Small,Indy,458.0
12949,Adult,Male,Extra Large,Indy,337.0
12950,Young,Female,Medium,Indy,55.0
12951,Young,Female,Medium,Indy,402.0
12952,Adult,Female,Extra Large,Indy,49.0
12953,Young,Male,Large,Indy,166.0
12954,Adult,Female,Large,Indy,3295.0
12955,Adult,Male,Large,Indy,3007.0
12956,Adult,Male,Medium,Indy,606.0
12957,Adult,Male,Medium,Indy,2935.0
12958,Young,Female,Medium,Indy,149.0
12959,Adult,Female,Large,Indy,1617.0
12960,Young,Female,Large,Indy,7877.0
12961,Adult,Male,Large,Indy,1617.0
12962,Young,Female,Medium,Indy,448.0
12963,Adult,Female,Medium,Indy,5372.0
12964,Adult,Male,Large,Indy,115.0
12965,Young,Male,Medium,Indy,13556.0
12966,Senior,Male,Medium,Indy,305.0
12967,Baby,Female,Medium,Indy,666.0
12968,Adult,Female,Small,Indy,330.0
12969,Senior,Male,Small,Indy,502.0
12970,Young,Female,Medium,Indy,54.0
12971,Young,Female,Extra Large,Indy,11423.0
12972,Adult,Female,Medium,Indy,146.0
12973,Young,Male,Extra Large,Indy,3357.0
12974,Adult,Male,Medium,Indy,3328.0
12975,Adult,Male,Large,Indy,286.0
12976,Young,Male,Medium,Indy,9643.0
12977,Baby,Male,Small,Indy,647.0
12978,Baby,Male,Medium,Indy,2942.0
12979,Baby,Male,Small,Indy,47.0
12980,Baby,Male,Large,Indy,312.0
12981,Young,Female,Large,Indy,738.0
12982,Adult,Male,Small,Indy,2927.0
12983,Baby,Male,Large,Indy,1153.0
12984,Baby,Male,Large,Indy,738.0
12985,Baby,Male,Large,Indy,143.0
12986,Adult,Male,Small,Indy,71.0
12987,Baby,Male,Large,Indy,193.0
12988,Baby,Male,Large,Indy,143.0
12989,Adult,Male,Small,Indy,47.0
12990,Baby,Female,Large,Indy,143.0
12991,Baby,Female,Small,Indy,49.0
12992,Baby,Male,Small,Indy,21.0
12993,Young,Female,Small,Indy,115.0
12994,Adult,Female,Small,Indy,984.0
12995,Adult,Female,Small,Indy,116.0
12996,Adult,Female,Small,Indy,114.0
12997,Adult,Female,Small,Indy,2477.0
12998,Adult,Female,Small,Indy,312.0
12999,Adult,Female,Small,Indy,169.0
13000,Adult,Female,Small,Indy,114.0
13001,Adult,Female,Small,Indy,6453.0
13002,Adult,Female,Small,Indy,49.0
13003,Young,Female,Small,Indy,1581.0
13004,Baby,Female,Small,Indy,144.0
13005,Baby,Male,Small,Indy,144.0
13006,Young,Male,Small,Indy,375.0
13007,Adult,Male,Medium,Indy,23385.0
13008,Senior,Female,Medium,Indy,2681.0
13009,Young,Male,Small,Indy,2228.0
13010,Young,Male,Large,Indy,2533.0
13011,Young,Male,Small,Indy,182.0
13012,Young,Male,Small,Indy,652.0
13013,Baby,Male,Medium,Indy,2229.0
13014,Baby,Female,Medium,Indy,196.0
13015,Baby,Female,Medium,Indy,457.0
13016,Adult,Male,Medium,Indy,212.0
13017,Adult,Male,Small,Indy,321.0
13018,Senior,Female,Medium,Indy,322.0
13019,Adult,Male,Small,Indy,322.0
13020,Adult,Male,Small,Indy,117.0
13021,Adult,Female,Medium,Indy,2191.0
13022,Adult,Female,Medium,Indy,20914.0
13023,Adult,Female,Medium,Indy,5713.0
13024,Adult,Male,Medium,Indy,1928.0
13025,Young,Male,Small,Indy,1222.0
13026,Adult,Female,Small,Indy,521.0
13027,Baby,Male,Large,Indy,139.0
13028,Young,Female,Small,Indy,2676.0
13029,Adult,Male,Medium,Indy,425.0
13030,Adult,Male,Large,Indy,198.0
13031,Adult,Male,Large,Indy,198.0
13032,Young,Female,Medium,Indy,198.0
13033,Adult,Male,Small,Indy,198.0
13034,Senior,Female,Medium,Indy,431.0
13035,Young,Female,Large,Indy,3024.0
13036,Adult,Male,Small,Indy,198.0
13037,Adult,Female,Large,Indy,22461.0
13038,Young,Female,Large,Indy,431.0
13039,Young,Male,Medium,Indy,67.0
13040,Adult,Female,Large,Indy,431.0
13041,Adult,Male,Medium,Indy,700.0
13042,Adult,Female,Small,Indy,198.0
13043,Adult,Female,Large,Indy,700.0
13044,Adult,Female,Medium,Indy,1342.0
13045,Adult,Male,Medium,Indy,198.0
13046,Young,Male,Large,Indy,431.0
13047,Adult,Male,Large,Indy,5546.0
13048,Baby,Female,Large,Indy,797.0
13049,Young,Male,Small,Indy,243.0
13050,Adult,Female,Medium,Indy,117.0
13051,Young,Male,Medium,Indy,1768.0
13052,Young,Male,Medium,Indy,19822.0
13053,Young,Male,Medium,Indy,1768.0
13054,Young,Female,Medium,Indy,2125.0
13055,Baby,Female,Large,Indy,1584.0
13056,Young,Male,Small,Indy,3855.0
13057,Young,Male,Medium,Indy,5300.0
13058,Baby,Male,Small,Indy,108.0
13059,Baby,Male,Small,Indy,108.0
13060,Young,Male,Small,Indy,97.0
13061,Young,Female,Small,Indy,99.0
13062,Young,Male,Small,Indy,49.0
13063,Young,Female,Medium,Indy,389.0
13064,Young,Male,Large,Indy,1028.0
13065,Adult,Male,Medium,Indy,3171.0
13066,Baby,Female,Medium,Indy,813.0
13067,Baby,Female,Medium,Indy,815.0
13068,Baby,Female,Medium,Indy,796.0
13069,Baby,Female,Medium,Indy,815.0
13070,Baby,Female,Medium,Indy,844.0
13071,Baby,Male,Medium,Indy,793.0
13072,Baby,Female,Medium,Indy,814.0
13073,Baby,Female,Medium,Indy,812.0
13074,Baby,Male,Medium,Indy,814.0
13075,Young,Male,Small,Indy,625.0
13076,Senior,Male,Large,Indy,1666.0
13077,Adult,Male,Medium,Indy,7.0
13078,Adult,Female,Small,Indy,286.0
13079,Young,Female,Small,Indy,166.0
13080,Adult,Male,Extra Large,Indy,2156.0
13081,Young,Female,Extra Large,Indy,2277.0
13082,Adult,Male,Large,Indy,333.0
13083,Young,Male,Medium,Indy,1729.0
13084,Young,Female,Medium,Indy,1340.0
13085,Young,Female,Large,Indy,528.0
13086,Adult,Male,Small,Indy,69.0
13087,Young,Female,Medium,Indy,362.0
13088,Young,Female,Medium,Indy,384.0
13089,Young,Male,Small,Indy,819.0
13090,Adult,Male,Small,Indy,432.0
13091,Adult,Male,Small,Indy,1958.0
13092,Adult,Male,Medium,Indy,1093.0
13093,Adult,Male,Small,Indy,221.0
13094,Baby,Male,Medium,Indy,606.0
13095,Young,Male,Small,Indy,189.0
13096,Young,Female,Medium,Indy,4488.0
13097,Adult,Male,Large,Indy,190.0
13098,Young,Female,Large,Indy,1344.0
13099,Young,Female,Medium,Indy,169.0
13100,Young,Female,Large,Indy,433.0
13101,Baby,Female,Large,Indy,1312.0
13102,Adult,Female,Large,Indy,54.0
13103,Adult,Male,Medium,Indy,24633.0
13104,Senior,Male,Small,Indy,5962.0
13105,Adult,Male,Small,Indy,5963.0
13106,Adult,Female,Medium,Indy,726.0
13107,Adult,Male,Medium,Indy,800.0
13108,Young,Female,Medium,Indy,218.0
13109,Young,Male,Large,Indy,2026.0
13110,Senior,Male,Medium,Indy,57.0
13111,Young,Male,Medium,Indy,193.0
13112,Young,Female,Medium,Indy,10.0
13113,Adult,Male,Large,Indy,824.0
13114,Senior,Male,Large,Indy,1389.0
13115,Baby,Female,Medium,Indy,165.0
13116,Adult,Female,Medium,Indy,1512.0
13117,Adult,Female,Medium,Indy,507.0
13118,Adult,Male,Small,Indy,3194.0
13119,Adult,Female,Medium,Indy,791.0
13120,Young,Female,Medium,Indy,619.0
13121,Young,Female,Small,Indy,504.0
13122,Young,Female,Small,Indy,504.0
13123,Young,Female,Medium,Indy,1461.0
13124,Baby,Male,Medium,Indy,620.0
13125,Young,Female,Medium,Indy,502.0
13126,Young,Female,Large,Indy,91.0
13127,Young,Female,Large,Indy,95.0
13128,Adult,Female,Large,Indy,624.0
13129,Young,Male,Small,Indy,207.0
13130,Adult,Female,Large,Indy,0.0
13131,Adult,Female,Medium,Indy,1464.0
13132,Adult,Male,Small,Indy,120.0
13133,Baby,Male,Medium,Indy,217.0
13134,Adult,Female,Medium,Indy,1637.0
13135,Young,Male,Large,Indy,13833.0
13136,Baby,Male,Medium,Indy,337.0
13137,Adult,Male,Large,Indy,129.0
13138,Adult,Female,Large,Indy,153.0
13139,Adult,Female,Large,Indy,657.0
13140,Adult,Female,Large,Indy,5618.0
13141,Adult,Female,Large,Indy,7591.0
13142,Baby,Male,Large,Indy,22.0
13143,Young,Female,Medium,Indy,73.0
13144,Adult,Female,Small,Indy,329.0
13145,Young,Male,Extra Large,Indy,284.0
13146,Adult,Male,Small,Indy,103.0
13147,Baby,Male,Large,Indy,26.0
13148,Senior,Male,Small,Indy,792.0
13149,Senior,Male,Large,Indy,1231.0
13150,Senior,Male,Small,Indy,26.0
13151,Senior,Male,Small,Indy,195.0
13152,Adult,Female,Large,Indy,2358.0
13153,Senior,Female,Large,Indy,3147.0
13154,Senior,Female,Small,Indy,207.0
13155,Adult,Male,Small,Indy,829.0
13156,Young,Female,Large,Indy,142.0
13157,Young,Male,Large,Indy,19.0
13158,Adult,Male,Large,Indy,3159.0
13159,Adult,Female,Small,Indy,43.0
13160,Baby,Female,Large,Indy,19.0
13161,Baby,Male,Large,Indy,19.0
13162,Young,Male,Small,Indy,830.0
13163,Baby,Male,Medium,Indy,19.0
13164,Baby,Male,Medium,Indy,20.0
13165,Baby,Male,Medium,Indy,20.0
13166,Adult,Male,Medium,Indy,47.0
13167,Adult,Male,Small,Indy,143.0
13168,Adult,Male,Small,Indy,39.0
13169,Senior,Male,Small,Indy,805.0
13170,Young,Female,Medium,Indy,554.0
13171,Young,Female,Small,Indy,46.0
13172,Adult,Female,Small,Indy,46.0
13173,Young,Male,Small,Indy,1122.0
13174,Senior,Male,Small,Indy,3249.0
13175,Young,Female,Small,Indy,119.0
13176,Young,Female,Large,Indy,98.0
13177,Adult,Female,Medium,Indy,3671.0
13178,Baby,Male,Large,Indy,40.0
13179,Young,Male,Medium,Indy,401.0
13180,Senior,Female,Small,Indy,401.0
13181,Adult,Female,Medium,Indy,4061.0
13182,Young,Male,Small,Indy,240.0
13183,Young,Female,Small,Indy,1203.0
13184,Adult,Male,Medium,Indy,787.0
13185,Adult,Male,Large,Indy,454.0
13186,Adult,Male,Medium,Indy,173.0
13187,Adult,Female,Small,Indy,154.0
13188,Adult,Male,Medium,Indy,479.0
13189,Adult,Male,Large,Indy,782.0
13190,Adult,Female,Medium,Indy,225.0
13191,Baby,Female,Large,Indy,354.0
13192,Baby,Female,Large,Indy,354.0
13193,Baby,Female,Large,Indy,354.0
13194,Baby,Female,Large,Indy,168.0
13195,Baby,Male,Large,Indy,456.0
13196,Baby,Male,Large,Indy,354.0
